28,32,2
48,32,2
8,32,2
28,52,2
28,12,2
28,32,3
28,32,4
28,32,5
28,32,6
28,32,7
28,32,8
28,32,9
28,32,10
28,32,11
28,32,12
28,32,13
28,32,14
28,32,15
28,32,16
28,32,17
48,32,17
8,32,17
28,52,17
28,12,17
28,32,18
28,32,19
28,32,20
28,32,21
28,32,22
28,32,23
28,32,24
28,32,25
28,32,26
28,32,27
28,32,28
28,32,29
28,32,30
28,32,31
28,32,32
48,32,32
8,32,32
28,52,32
28,12,32
28,32,33
28,32,34
28,32,35
28,32,36
28,32,37
28,32,38
28,32,39
28,32,40
28,32,41
28,32,42
28,32,43
28,32,44
28,32,45
28,32,46
28,32,47
28,32,48
28,32,49
28,32,50
28,32,51
28,32,52
28,32,53
28,32,54
28,32,55
28,32,56
48,32,56
8,32,56
28,52,56
28,12,56
